	pol_Latn	csb_Latn
3536	króbka	kòzub
3537	Cosinus hiperboliczny	Hiperbòlikòwi kòsynus
3538	Lesław	Lésłôw
3539	nie wyłączając	króm
3540	machina	maszina
3541	archipelag	archipelag
3542	szczupak	szczuka
3543	Liczba wierszy	Wielëna rézów
3544	Przypisuje niższy priorytet zaznaczonej usłudze, przesuwając go w górę listy.	Przëpisëje niższi prioritet zaznaczony ùsłëżnoce, przenosząc jã w górã lëstë.
3545	maślanka	kwasné mlékò
3546	splątać	splãtac
3547	doważyć	doważëc
3548	krąg	kréz
3549	Czcionka menu	Fòntë dlô menu
3550	Odznacz wszystko	Nié wëbierôj wszëtczegò
3551	chwycić	chwacëc
3552	poprosić	pòprosëc
3553	ludek	ludk
3554	Lekka mżawka, mgławeather condition	weather condition
3555	Proszę podać nowy tekst	Proszã pòdac nowi tekst
3556	Mauritius	Mauritius
3557	Podaj nazwę pliku tekstowego	Wpiszë miono tekstowégò lopka
3558	Pająk	Spider prosti
3559	plugastwo	nielustwò
3560	Wygładzanie czcionek antyaliasing Use anti aliasing	Brëkùjë wëgładzaniô Use anti aliasing
3561	kroczek	stãpk
3562	hakatyzm	szowinizm
3563	Otwórz w menedżerze plików	Òtemkni w menadzerze lopków
3564	małpi	môłpi
3565	Uprawnienia label	Prawa przistãpù label
3566	Uruchom B	Zrëszë B
3567	grzmocić	prac
3568	kłębek	kłąbk
3569	Zamień spacje na podkreślniki	Zmieni spacëje na pòdsztniãca
3570	otłuc	òbic
3571	Aktualny zestaw	Biéżné schemë
3572	błocić	kalëc
3573	kanapa	zófa
3574	doktryna	doktrina
3575	błąkanie się	błąkanié sã
3576	Kracy	Kracy
3577	zepsuć	zepsëc
3578	kopyto	kòpëto
3579	dzierżawa	dzerżawa
3580	aptekarski	aptékarsczi
3581	rozczochraniec	szadola
3582	mędrek	mądrzéla
3583	Wymowa mandaryńska	Mandarińskô wëmòwa
3584	zgniatać	zgniatac
3585	anioł	aniółk
3586	Metoda zszywania	Metoda zszëwaniô
3587	. You are about to translate the Exit COMMAND, there are some rules on how to translate it. Please see http edu. kde. org kturtle translator. php to learn how to properly translate it.	You are about to translate the Exit COMMAND, there are some rules on how to translate it. Please see http edu. kde. org kturtle translator. php to learn how to properly translate it.
3588	żyto jare	jôrka
3589	nabrzmiałość	napùchlëna
3590	jeździć na łyżwach	slëzac sã
3591	niegodziwiec	zastarzélc
3592	cement	cement
3593	nabredzić	natrzepac
3594	zachód strona świata	wieczór
3595	komnata	dórnica
3596	deportacja	zesłanié
3597	Program pulpitu KDE, paneli i przestrzeni roboczej elementów interfejsu.	Pùlt KDE, panele ë aplikacëjô widżetów robòczy òbéńdë.
3598	Wejście jest puste, nie wysłano żadnego zadania.	Wéńdzenié je pùsté, nie wësłóno niżódny robòtë.
3599	wyspać się	wëspac sã
3600	niedołęga	niedołãga
3601	zwać	zwac
3602	bić	klepac
3603	przewozić często	przeważac
3604	geometria	geometriô
3605	Ptwind direction wind speed is too low to measure	Piąwind direction wind speed is too low to measure
3606	ululul!	ùlùlùl!
3607	jałowy	jałowi
3608	krzemienny	krzemiénny
3609	stolarka	stolôrka
3610	konno	kònno
3611	przepraszam	wëbaczë
3612	polityk	pòlitik
3613	futuryzm	fùturizm
3614	palatyn	palatin
3615	Okno nie odpowiada. Okno to należy do programu PID= , komputer= . Czy zakończyć ten program i zamknąć wszystkie jego okienka? Wszystkie niezapisane zmiany będą utracone.	Òkno nie òdpòwiadô. Przënôlégò òno do programë PID= , kòmpùtr= . Czë zakùńczëc nã programã włączającë w to wszëtczé jegò pòtomné ókna?? Wszëtczé niezapisóné pòdôwczi òstaną rëmniãté.
3616	zmykać	chëjac
3617	błocić	szargac
3618	Nowy	Pòstãpny
3619	pięciorako	piãcornie
3620	parcela	parcela
3621	święto	swiãto
3622	daszek u czapki	neba
3623	beksa	przërëcznica
3624	mały	wilczôszk
3625	powrotny	pòwrotny
3626	c, The KDE Team	c , The KDE Team
3627	Wacław	Wacłôw
3628	Kasieczka	Kaszeczka
3629	kaban	pruch
3630	czerwienić się	czerwienic sã
3631	zabrzmieć	zabrzëmiec
3632	Nie uruchamiaj w tle.	Nie zrëszôj w spódkù.
3633	Przeglądarka schowka	Przezérnik tacnika
3634	wierszyk	wiérszëk
3635	Właściwości zakładki	Swòjizna załóżczi
3636	kutas	tolka
3637	Rysuj linię oddzielającą pomiędzy paskiem tytułu a zawartością okna	Céchùjë rozdzélôcza midzy listwą titla a zamkłoscą òkna
3638	gorącość	gòrącosc
3639	biedak	ùbòdżi
3640	czasowy	timczasowi
3641	flegmatyk	trëpa
3642	Momentami deszcz lub ulewy burzoweweather forecast	weather forecast
3643	bezużytecznie	bez pòżëtkù
3644	wytrząść	wëtrzisc
3645	Typ MIME dla tego URL np. text html lub inode directory	Ôrt MIME dlô tegò URL np. text html czë inode directory
3646	Pośrodku	Westrzódk
3647	zawiązać	zawiãzac
3648	biednieć	nãdzniec
3649	sakiewka	kabza
3650	pięknie	nadobnie
3651	dpi, próbny, tusze kolorowe	dpi, próbny, farwné tintë
3652	mediator	jednôcz
3653	lopata	grëla
3654	pauzować	paùzowac
3655	Ameryka St Vincent	Amerika St Vincent
3656	Ten obiekt nie mógł być utworzony. Przyczyna	Nen òbiekt nie mòże bëc ùsôdzony bez nen òrądz
3657	raczkować	kraczac sã
3658	dośrodkować	dostrzódkòwac
3659	relikwia	relikwiô
3660	szkoda	złé
3661	zachmurzyć się	pòbiegnąc
3662	Upewnij się, że wpisałeś nazwę zmiennej środowiskowej, a nie adres serwera pośredniczącego. Na przykład jeśli nazwa zmiennej określającej serwera pośredniczącego połączeń HTTP to HTTP PROXY=http localhost , należy wpisać HTTP PROXY, a nie sam adres przechowywany w zmiennej czyli http localhost .	Ùgwësni sã, że môsz wpisóné miono zmienni òkrãżô, a ni adresã pòstrzédniczącegò serwera. Na przëmiôr jeżlë miono zmienni òpisëwôjący pòstrzédniczącegò serwera sparłãczeniów HTTP to HTTP PROXY=http localhost , nót je wpisac HTTP PROXY, a nie le blós adresã trzëmóną w zmienni to je http localhost .
3663	mamlak	mùmlôcz
3664	dramaturgia	dramaturgiô
3665	miesiączkowy	miesączkòwi
3666	podciąć	pòdcyc
3667	nabredzić	nastożëc
3668	Indeks pomocy	Indeks pòmòcë
3669	majaczyć	gadac òd rzeczë
3670	sumienność	sëmiennosc
3671	wtłaczać	wdëszac
3672	brzydki człowiek	maszkara
3673	lub albo or info notification message	abò info notification message
3674	świnia	swinia
3675	opadać na dół	môłknąc
3676	nowina	nowina
3677	pomieszać	pòmieszac
3678	barbarzyńca	dzëwi
3679	truciciel	trëcëcél
3680	arktyczny	pòlarny
3681	szparóg	òdnëczk
3682	uczucie	ùczëcé
3683	parędziesiąt	cziledzesąt
3684	Powtórz żądanie.	Znowi żądanié.
3685	Hasło użytkownika	Parola dlô
3686	wolność	swòbòda
3687	jasnooki	jasnoòczi
3688	łzawiący	łzawiący
3689	Nieznane	Nieznóné
3690	żebro	żebro
3691	despotka	samòwładczëni
3692	lina	wãżëszcze
3693	zaanonsować	zameldowac
3694	wyiskać się	wëwiskac sã
3695	antychryst	antichrist
3696	Marcin GiedzEMAIL OF TRANSLATORS	Mark Kwidzińsczi, Michôł ÒstrowscziEMAIL OF TRANSLATORS
3697	przemijać	przemijac
3698	periodzyczność	periodizm
3699	wymusza uruchomienie programu jako serwera QWS	wëmùszô zrëszënié programë jakno serwerë QWS
3700	dekagram	dekagram
3701	Aktualne działania	Biéżné dzejania
3702	autorytet	autoritet
3703	Bolonia	Bòloniô
3704	Limit górny tab Appearance of the bar graph	Górnô grëńca tab Appearance of the bar graph
3705	wyciągnąć się	wërząszczëc sã
3706	szkapka	kluska
3707	na słupach wsparte	wistawa
3708	Gry logiczne	Logiczné grë
3709	poczynać	pòczënac
3710	kosmos	kòsmòs
3711	Amelia	Améla
3712	MenuA button on a Remote Control	MenuA button on a Remote Control
3713	wypędzić	wënëkac
3714	skatować	skatowac
3715	chorwacja	chòrwacjô
3716	poddaństwo	pòddaństwò
3717	baronowy	baróńsczi
3718	Programy biurowe, takie jak edytory tekstu i arkusze kalkulacyjne	Biurowé aplikacëje, jakno procesorë tekstu ë sprôwdzanié pisënkù
3719	Możliwy zamarzający deszcz lub deszczweather forecast	weather forecast
3720	owrzodzony	òwrzodzony
3721	bełtać	mieszac
3722	amortyzować	resorowac
3723	wyplątać się	wëplãtac sã
3724	pomuchel	pòmùchel
3725	zakwitać	zakwitac
3726	http www. hyperdictionary. com search. aspx? Dict=Tdefine=\\\\ {}	http www. hyperdictionary. com search. aspx? Dict=Tdefine=\\\\ {}
3727	wemknąć się	wemknąc sã
3728	pogładzić	smùknąc
3729	dziewiąty	dzewiąti
3730	bajdura	bajacz
3731	ropny	sturzący sã
3732	Uruchom tylko testy. html	Zrëszë le testë. html
3733	gniazdko	gniôzdkò
3734	mniejszy kawałek pola	smùżk
3735	ulubiony	lubny
3736	smętek	smãtk
3737	przestawa węgorzowa	wãgòrzińc
3738	Pokaż informacje o zajętości miejsca w pasku stanu info status	Wëskrzëni pùrgôcza zwikszaniô w lëstwie stónu info status
3739	Moje zakładki	Mòjé załóżczi
3740	Dolar zimbabweński	Zimbawijsczi Dolar
3741	powiadomienie	òdkôz
3742	Tytus	Titus
3743	drżączka średnia	ceitergras
3744	zapole	zapòl
3745	praca	robòta
3746	amazonia	amazoniô
3747	wymiąć	wëmic
3748	katapultować się	katapùltowac sã
3749	Limity czasowe	Czasowé limitë
3750	odznaczający się przepychem	pëszno
3751	pan młody	nałożeny
3752	kunda	kùńda
3753	bezskutecznie	bezskùteczno
3754	spoglądać	spòzerac
3755	biba	bibka
3756	Podświetlenie właściwego okna podczas pobytu kursora myszy nad elementami paska zadań	Wëprzédniô przënôleżné òkno, jak kùrsor nachôdô sã na jegó pòłożeniu w listwie dzejaniów
3757	bednarski	bednarsczi
3758	stukać	stukac
3759	cxhextrisGeneric	cxhextrisGeneric
3760	zdrój	zdrój
3761	Ideogramy pisma linearnego B	Ideogramë Linear B
3762	drumla	drumla
3763	dekolt	rozchòlëzna
3764	dosłuchać	doczëc
3765	Ameryka Saskatoon	Amerika Dawson
3766	opatka	ksani
3767	kosztować	kòsztowac
3768	Ameryka Whitehorse	Amerika Whitehorse
3769	arcyzłodziej	nôwikszi złodzéj
3770	podwójnie	pòdwójnie
3771	poseł	pòsélc
3772	Świetny system buforowania	Dobrô systema bùforowaniô
3773	Grafika	Òbrôzczi
3774	sobaka	sobaka
3775	ukopać	ùkòpac
3776	Powiel okno	Duplikùjë òkno
3777	Zmień nazwę.	Zmieni miono
3778	Madryt	Madrit
3779	przekopać	przekòpac
3780	Analizator trasy pakietów	Analizatora netë
3781	nadeptać	nadeptac
3782	akcent	akcent
3783	urok rzucić	ùroczëc
3784	cierpieć	znaszac
3785	ziewnąć	zéwnąc
3786	Maksegno	Maksegno
3787	żądło	żãgło
3788	małżowina	rekówka
3789	Wybór kraju	Wëbiérk krôju
3790	Syndykacja nie zadziałała	Dobëwanié pòwrózków nie robi
3791	amoll	amòll
3792	Naciśnij, w prawo, w dół, w prawo, puść.\ Styl Mozilli naciśnij, w dół, w prawo, puść.	Wcësni, w prawò, w dół, w prawò, pùszczë.\ Sztél Mozillë Wcësni, w dół, w prawò, pùszczë.
3793	adres URL przeglądanej strony info crash situation example	adresa URL przezéróny starnë info crash situation example
3794	kapłan	kapłón
3795	natura	prziroda
3796	Zachowanie przy starcie programu	Zachòwanié przë sztarce programë
3797	zalecać się	przeslécac sã
3798	Globalne opcje przestrzeni roboczej Plazmy	Globalné òptacëje dlô robòczich placów Plasmë
3799	ponakadzić	pònakadzëc
3800	Stochastyczny	Stochastikòwi
3801	standard	sztandard
3802	chlupotać	klukòtac
3803	jęczmienisko	jiczniszcze
3804	ztanieć	przëtaniec
3805	ręce	paje
3806	Moduł dekodujący pliki FLAC	Mòdul dekòdërëjący lopczi FLAC
3807	buńczucznie	zadzérno
3808	bestyjka	bestijka
3809	naczochrać	naszadzëc
3810	basen sanitarny	sanitarny zbiérnik
3811	Nie można zapisać do podręcznego pliku. NAME OF TRANSLATORS	Ni mòże zapisac do pòdrãcznegò lopka . NAME OF TRANSLATORS
3812	strzec	wachtowac
3813	odplątać się	òdplãtac sã
3814	zatoczyć się	zakùlnąc sã
3815	Ulewy śnieżneweather forecast	weather forecast
3816	słuchać	słëchac
3817	udzielić	ùdzelëc
3818	szyszak	chełmica
3819	palmowy	palmòwi
3820	Musi być kontekstem SELinux	Mùszi bëc kòntekst SELinuksa
3821	Kraj Basków	Baskòniô
3822	zabraknąć	zafelowac
3823	zamęt	werwach
3824	odwlec się	przewléc sã
3825	metryka	metrëka
3826	słońce	słuńce
3827	kluseczka	klóseczka
3828	Uwagi	Nadczidka
3829	paskudnie	swińskò
3830	Użyj kart pocztowych	Brëkùjë pòcztowëch kartów
3831	bombastycznie	trãbarszno
3832	lepić się	lepic sã
3833	A zmieniona wielkość x	A zmienionô wielgòsc x
3834	głupowatość	dërnowatosc
3835	autarkiczny	samòsyżny
3836	Antti Koivisto	Antti Koivisto
3837	ksieni	ksani
3838	Wykonaj wybrany skrypt.	Zrëszë wëbróny skript.
3839	W podanym czasie	W pòdónëm czasu
3840	olbrzym	stolmôk
3841	chromy	chromi
3842	duszpasterz	dëszpasturz
3843	Maryśka	Marëszka
3844	polemizować	pòlemizowac
3845	część	part
3846	Nieznany protokół.	Nieznóny protokół .
3847	bity	smarowóny
3848	arcyksięstwo	arcëksãstwò
3849	pacierzowy	pôcerzowi
3850	westchnąć	westchnąc
3851	cezura	cezura
3852	Na pewno włączyć ?	Chcesz na gwës włączëc ?
3853	podeptać	pòczwòrdac
3854	awersja	niechãc
3855	attacca	z môla
3856	ujechać	ùjachac
3857	Dodaj kamienie	Dodôj kachle
3858	Copyright c, Geert Jansen	Copyright c , Geert Jansen
3859	drapacz	kragla
3860	Dobra São Tomé i Príncipe	Dobra z Sao Tome ë Principe
3861	Intensywne opady śniegu, podmuchy śnieguweather condition	weather condition
3862	Czas ekspozycji Fr of a second, or number of seconds	Czas ekspòzycëji Fr of a second, or number of seconds
3863	okropnie	paraluszno
3864	ojczysty	naszińsczi
3865	nieznana	nieznónô
3866	Średnie obramowanie	Strzédnô rama
3867	świnia	dżera
3868	umniejszyć	ùmniészëc
3869	zgnębić	zgnãbic
3870	matka	matka
3871	Żądano pliku, ale zwrócony został katalog.	Żądano lopka, a przëszed nazôd katalog .
3872	Czcionka pasków narzędzi	Fòntë dlô listwë nôrzãdzów
3873	Odtwarzaj dźwięki	Grôj zwãczi
3874	niechęć	niechãc
3875	Venda	Venda
3876	opluć	òplwac
3877	browarnictwo	browarstwò
3878	Konflikt z zarejestrowanym skrótem globalnymleft mouse button	Zwada z registrowóną òglową skrodzënąleft mouse button
3879	Wtyczki do Jacka Jack Rack Generic	Jack RackGeneric
3880	programista wyświetlanie HTML, biblioteka we wy	Ùsôdzca wëskrzënianié HTML, bibloteka I O
3881	ostrożnie	òstróżno
3882	Zapewniaj aktualność bufora	Trzëmôj aktualnotã pòdrãczny pamiãce
3883	ameryka	amerika
3884	chemogeniczny	chemògeniczny
3885	odtykać	òdtëkac
3886	Tło	Spódk
3887	Sierakowice	Serakòjce
3888	elementarny	pòdstawòwi
3889	Programowi na Twoim komputerze, odpowiadającemu za dostęp do protokołu, zabrakło pamięci niezbędnej do kontynuowania pracy.	Programie na twòjim kòmpùtrze, stojący za przistãpã do protokółu , felëje dosc pòdrãczny pamiãcë bë jisc z robòtą dali.
3890	zawiadamiać	òdkazowac
3891	drastyczny	drasticzny
3892	XIM	XIM
3893	Plik zawiera niepoprawny rozmiar widoku.	Lopk zamëkô w se zmiłkòwą miarã robòczi bòdżi.
3894	bitwa	pòbitwa
3895	zawołać	zawòłac
3896	doróść	nadrosc
3897	śniegweather condition	snégweather condition
3898	zapalczywość	zapalczëwòsc
3899	agitatorka	zachwôlôrka
3900	wycedzić	wëcedzëc
3901	policzek	lëczkò
3902	łuszczycowy	łëżdżëcowi
3903	łotewski	łotewny
3904	szydzić	wëkrëkòwac
3905	żartownisia	szportownica
3906	tancerka	tańcownica
3907	Szerokość group	Szérzô option check
3908	brązowo	bruno
3909	Pokazuje listę wszystkich profili zarządzania energią i pozwala na ich aktywowanie	Lëstëje wszëtczé schémë òbszcządzaniô energiji ë pòzwôlô jima bëc aktiwòwónëma
3910	bylaczyć	bëlaczëc
3911	Bufor	Rëmôj bùfor
3912	npYou are about to translate the Backward COMMAND, there are some rules on how to translate it. Please see http edu. kde. org kturtle translator. php to learn how to properly translate it.	You are about to translate the Backward COMMAND, there are some rules on how to translate it. Please see http edu. kde. org kturtle translator. php to learn how to properly translate it.
3913	pacjent	chwiérnik
3914	Rybak	Rëbôk
3915	nawzdychać się	nachlëchac sã
3916	Drugi kolor	Drëgô farwa
3917	zasmolić	zasmòlëc
3918	bierzmować	bierzmòwac
3919	śledziowy	sledzowi
3920	obwiązywać	òbrzeszac
3921	chodaczkowy	dëfelkòwi
3922	Uruchom w terminalu	Zrëszë w terminalu
3923	Opis przeglądarki użytkownika Googlebot.	Òpisënk programë brëkòwnika Googlebot .
3924	lotnisko	latawiskò
3925	ląd stały w języku Helan	krôj
3926	stolik	stolëk
3927	Nieplekus Niepleka	Nieplëkùs
3928	dwupokładowiec	dwùpòkładówc
3929	trójkątThis is an EXAMPLE NAME in KTurtle. Please see http edu. kde. org kturtle translator. php to learn know how to properly translate it.	This is an EXAMPLE NAME in KTurtle. Please see http edu. kde. org kturtle translator. php to learn know how to properly translate it.
3930	rzep	rzep
3931	Wg rozmiaru Sort	Miarama Sort
3932	paskudnie	paraluszno
3933	sprzedająca	krómòwô
3934	Azja Nikozja	Azëjô Nikozëjô
3935	mały	słabi
3936	nadadriatycki	nadadriaticczi
3937	Podana nazwa nie mogła zostać przekształcona w unikalną nazwę serwera. Upewnij się, że w Twojej sieci nie ma konfliktów nazw pomiędzy systemem nazw stosowanych przez Windows a systemem nazw stosowany przez UNIX.	Pòdané miono nie mògło òstac przësztôłconé w apartne miono serwera. Ùgwësni sã, że w Twòji sécë nié mô kònfliktów midze systemama mionów brëkòwónëch òb Windows a systemama mionów brëkòwónëch òb UNIX.
3938	niespodziewany koniec	nieżdóny kùńc
3939	domokrążca	domòkrążca
3940	najemny	pachtarsczi
3941	rabować	grabic
3942	nauczka	pòuka
3943	chodakowy	kòrkòwi
3944	wyszorować	wëszerowac
3945	dziwak	dzywnis
3946	Obszar prywatnego użytkuKCharselect unicode block name	Òbéńda priwatnegò brëkùnkùKCharselect unicode block name
3947	CRM	CRM
3948	namnożyć	namnożëc
3949	kukurydziany	kùkùridzany
3950	indyk	gùlôk
3951	namocować się	wëbartkòwac sã
3952	australijczyk	australijczik
3953	Ocean Atlantycki St Helena	Atlantëcczi Òcean St Helena
3954	haraburda	wòjas
3955	wduszać	wdëszac
3956	miauczenie	miaukanié
3957	bruzda	brózda
3958	msec	msek.
3959	nowość	nowòta
3960	narysować	nacéchòwac
3961	asygnacja	asygnacjô
3962	bezsilność	niedôga
3963	bezlitośnie	bezlëtosno
3964	różny	rozmajiti
3965	jeżdżący	jezdny
3966	Odnośniki wsteczne	Lënczi nazôd
3967	dychawiczny	dëchawiczny
3968	Aktywność systemu	Systemòwô aktiwnota
3969	zmywarka	zmiwarka
3970	odpracować - odpracowywać	òdrobic
3971	Saksonia	Sasë
3972	oblizywać	òblizowac
3973	dezorientacja	pòbłądzenié
3974	Czy należy pokazać pełną ścieżkę wewnątrz pasku adresu	Czë fùl stegna mô bëc wëskrzënionô na lëstwie adresu
3975	efekciarski	efekcarsczi
3976	podjąć	pòdjąc
3977	kioclient cat url # Wypisanie zawartości url na standardowe wyjście	kioclient cat url # Zapisëjë zamkłosc adresë url do stdout
3978	skop	skòp
3979	burza	grzmòt
3980	Pomoc dla aktualnej gry	Òprzestóń nã grã
3981	wieko	wiekò
