	pol_Latn	csb_Latn
15389	jadôcz	jadacz
15390	lëmic	padać mocno o deszczu
15391	Felë	Kosz
15392	pôlcowanié	aplikatura
15393	Nie mòże skòpijowac lopkù .	Nie można skopiować pliku .
15394	starnewka	fląderka
15395	mimòza	mimoza
15396	Zmieni jãzëk programë	Zmień język aplikacji
15397	wëbarchnąc sã	otumanieć
15398	łóno	łono
15399	Wszelejaczé matematiczné symbòle A	Różne symbole matematyczne A
15400	miles, distance unit	lekkie ulewy śnieżneweather forecast
15401	alpinizm	alpinizm
15402	Zapiszë wëdowiédzã logòwaniô z pòmòcą systemë KDE Wallet label	Zapisz informacje logowania przy użyciu systemu KDE Wallet label
15403	précz!	fora
15404	Zatrzëmóné	Zatrzymanie
15405	pògarszac	pogarszać
15406	parmezan	parmezan
15407	Wkòmpilowóny exec fix bibloteków KDE	Wkompilowany exec fix bibliotek KDE
15408	Symbòlë lëterojuwerné	Symbole literopodobne
15409	telewizijô	telewizja
15410	basza	baranek
15411	pikslów na jednostkã czasu	pikseli na jednostkę czasu
15412	Wspieróné rozszérzenia	Obsługiwane rozszerzenia
15413	sôdzewi	więzień
15414	wëszëti	haftowany
15415	Dłëdżi rańt; lewi dlô sztandardowi starnë	Krawędź długa; lewa dla strony standardowej
15416	przedzerac sã	brnąć
15417	chirurg	chirurg
15418	pòdługasti	podługowaty
15419	wdzëczno	wdzięcznie
15420	parfim	perfumy
15421	Zapiszë grã	Zapisz grę
15422	Òdczëtanié gniazda	Odczyt gniazda
15423	Latin Extended A	Rozszerzony łaciński A
15424	pasażéra	pasażer
15425	rzãsa	rzęsa
15426	dodekafóniô	dodekafonia
15427	raca	raca
15428	wësëpòwac	wysypywać
15429	Fòneticzné symbòleKCharSelect section name	Symbole fonetyczneKCharSelect section name
15430	nastarczëc	nastarczać
15431	szëper	garnmistrz
15432	weather condition	Burza, ulewy w pobliżu, gradweather condition
15433	apelowac	odwoływać się
15434	Kamil	Kamil
15435	sztërdzescëdniowi	czterdziestodniowy
15436	ùłómk	słaba strona
15437	QODBCResult	QODBCResult reset Nie można ustawić SQL CURSOR STATIC jako atrybutu wyrażenia. Proszę sprawdzić konfigurację sterownika ODBC. QODBCResult
15438	pùstczi	odludzie
15439	Kònfigùracëjô aktiwnëch nórcëków ekranu	Konfiguracja aktywnych rogów ekranu
15440	Dopùszczë blós adresë HTTP i HTTPS dlô wtëkôczów	Dopuść tylko adresy HTTP i HTTPS dla wtyczek
15441	bezwstëdny	bezwstydny
15442	paralusznik	niegodziwiec
15443	Nieweather forecast	Słonecznieweather forecast
15444	żeniôrka	panna na wydaniu
15445	kamrôtka	kamratka
15446	nadbùdowac	nadbudować
15447	sznëkrowac	szukać
15448	wëwëższëc	wywyższyć
15449	Wëbróny wirtualny pùlt	Wybrano trzynasty pulpit
15450	DD	DD
15451	Kirgijsczi	Kirgiski
15452	òdleżec	wypocząć
15453	chromòwi	chromowy
15454	przestãpny	przestępny
15455	Zamkłé info bug status	Zamknięty info bug status
15456	przëgasnąc	przygasać
15457	wëcopac sã	wycofać się
15458	Do szarégò	Poszarzenie
15459	Rëmôj programã ùsôdzającą spòdlé	Usuń program tworzący tło
15460	suknia	suknia
15461	tol	pęczek
15462	ùtacony	ukryty
15463	ùzdrzenié	zobaczenie
15464	wél!	hej
15465	pazëcha	zanadrze
15466	wzór	pozór
15467	Instalacëjô Ubunutu	Zainstaluj Ubuntu
15468	żôłcowi	żółciowy
15469	céwkòwi	cewkowy
15470	Zùżëté	Niesłuchane utwory
15471	kòmentowac	komentować
15472	Ni mòże czëtac .	Nie można czytać.
15473	Przepisanié programë z ùżëcym QGraphics. Biéżny òpiekùn	Nowa wersja wykorzystująca QGraphics Aktualny opiekun.
15474	Nie mòże òtaksowac w tim samym czasu pòdsystemë ë pòlétu.	Nie można określić jednocześnie podsystemu i polecenia.
15475	Ùprzistãpni òptacëjã zamëkaniô systemë	Udostępnij opcję zamykania systemu
15476	dobùdowanié	dobudowanie
15477	pò trosze	po trosze
15478	Technicznô fela òznôczô. że przëjãcé bùtnowégò sparłãczenia z sécą nie darzëło sã.	Techniczny błąd, oznaczający, że nie powiodło się przyjęcie połączenia sieciowego z zewnątrz.
15479	dzëczi	dziki
15480	Wpiszë stegną do emòtikònów. Jeżlë brëkùjesz czile stegnów to rozparłãczë je spacjama.	Proszę wstawić tu ciąg znaków dla emotikony. Jeśli potrzebnych jest kilka ciągów, można je oddzielić odstępami.
15481	kùpic kòta w miechu	kupić kota w worku
15482	Aktiwùjë kôrtã	Uaktywnij kartę
15483	znãdzniec	znędznieć
15484	słësznie	należycie
15485	Nie mòże rëmnąc miniaturczi.	Miniaturka nie mogła być usunięta.
15486	zwinieNote this is a KRunner keyword	zwińNote this is a KRunner keyword
15487	Na systema nie wspierô apletów OpenGL.	Ten system nie wspiera elementów interfejsu wykorzystujących OpenGL.
15488	Katalog label	Katalog label
15489	głos	głos
15490	, Fre Raabe	, Fre Raabe
15491	żëwòt	łono
15492	loch	podziemie
15493	niemczëc	germanizować
15494	Achtnij biéżny sztëczk	Last. fm Zablokuj bieżący utwór
15495	przepasc	przepaść
15496	parminiowce	promieniaki
15497	Programista	Programista maxx k
15498	Eùropa Berlëno	Europa Berlin
15499	trëchlec	truchleć
15500	szrama	blizna
15501	dzëwôk	tetryk
15502	krôjòbrôzowi	krajobrazowy
15503	karno	grupa
15504	akùmùlatór	akumulator
15505	wariôt	wariat
15506	mëcé	mycie
15507	przédny	czołowy
15508	lëfórkòwac	śpiewać piosenki
15509	Nieznóny sztëczk	Nieznany utwórtrack from source
15510	Ùkrajińskô	Ukraina
15511	bielarniô	bielarnia
15512	Cëgónka	Cyganka
15513	zajamrotac	zaszwargotać
15514	paradiz	niebo
15515	Baszkirsczi	Baszkirski
15516	jinspekcjô	inspekcja
15517	pòdoba	podobieństwo
15518	Brëkùjë swòji, stałi farwë dlô kùrsora	Użyj podanego, stałego koloru dla kursora
15519	Brëkùjë systemòwegò brzãczka, jak klawisza zjinaczi je zablokòwanô czë òdblokòwanô	Użyj brzęczyka systemowego, kiedy klawisz modyfikujący jest blokowany odblokowywany
15520	mediumisticzny	mediumistyczny
15521	MòcA button on a Remote Control	Włącz wyłączA button on a Remote Control
15522	http foldoc. doc. ic. ac. uk foldoc foldoc. cgi? query=\\\\ {}	http foldoc. doc. ic. ac. uk foldoc foldoc. cgi? query=\\\\ {}
15523	Ciemność tonera	Ciemność tonera
15524	tłomôcz	tłumacz
15525	bezwònny	bezwonny
15526	żwac	żuć
15527	schôdanié	zebranie
15528	Wëbiérzë ôrt zentacëji pòdôwków	Wybierz typ zentacji danych
15529	Nowi nëk disczétków	Nowa stacja dyskietek
15530	mnóstwò	mnóstwo
15531	dobrodzéjstwò	dobrodziejstwo
15532	kòszëkôrka	koszykarka
15533	dawac	dawać
15534	pòbóżnica	bigotka
15535	złodzéjstwò	kradzież
15536	wùjka	wujek
15537	nôdgroda	nagroda
15538	żniwa	żniwò
15539	fabrëkańt	fabrykant
15540	szczëpkòwac	skąpić
15541	Ignorëjë próbë aktiwòwaniô òkna przez skriptë. Starna WWW bãdze mëszlec, że òkno òstałoaktiwòwóné, le pò prôwdzë taczé próbë bãdą ignorowóné.	Ignoruje próby uaktywnienia okna przez skrypty. Strona WWW będzie sądzić, że okno zostało uaktywnione, ale w rzeczywistości takie próby będą ignorowane.
15542	wopchnąc	oszczędzić
15543	kwitënk	pokwitowanie
15544	żalenié sã	żalenie się
15545	trzeba	wypada
15546	drëgòroczny	drugoroczny
15547	paléta	paleta
15548	wsënąc	wsunąć
15549	òbrosc	obrosnąć
15550	kóńczã	źrebię
15551	chòdôk	trzewik
15552	ùmëslny	umyślny
15553	sëjac	promieniować
15554	Cenie szaroscë wiôldżégò kwalitetu	Odcienie szarości wysokiej jakości
15555	angażowac	angażować
15556	blëzniôczka	bliźniaczka
15557	sojusz	alians
15558	Mòże tuwò wskôzac, co zrobi menadżera lopków Konqueror, jak klëknie sã na lopk przënôlégający do tegò karna. Konqueror mòże pòkôzac zamkłosc lopka w swòjim òknie zrëszając mòduł przezérnika, abò zrëszëc apartną programã. Nen nastôw mòże zmienic dlô dónegò ôrtu lopków w załóżce Òbsadzanié przë kònfigùracëji tegò lopka. Dolphin wëskrzëniô lopczi wiedno w aprtnym òknie.	Można tu wskazać, co zrobi menedżer plików Konqueror, kiedy kliknie się na plik należący do tej grupy. Konqueror może pokazać zawartość pliku we własnym oknie uruchamiając moduł przeglądarki, bądź uruchomić odrębny program. Ustawienie to można zmienić dla podanego typu plików w zakładce Osadzanie podczas konfiguracji typu plików. Dolphin zawsze pokazuje pliki w oddzielnej przeglądarce
15559	robic cos wedle lëdzy	afiszować się
15560	bromòwi	bromowy
15561	Òchrona starnë	Ochrona strony
15562	Przesënié filtr wëżi	Przenieś filtr wyżej
15563	Symùlëjë padający sniég na pùlce	Śnieg na pulpicie
15564	Mali	Mali
15565	mòrdôrz	zbójca
15566	wpis	zapis
15567	Òprôwk dlô dwastar. wëdrëków	Oprawa dla wydruków dwustr.
15568	letczi miarznący deszczweather condition	lekki zamarzający deszczweather condition
15569	http austronaut. at page. php? begriff=\\\\ {} wo=at	http austronaut. at page. php? begriff=\\\\ {} wo=at
15570	niszczëc	dewastować
15571	zmiarznélc	zmarzlak
15572	nadzór	nadzór
15573	Kùrsywa	Kursywa
15574	czujnosc	czujność
15575	paraméter	parametr
15576	przëcësnąc sã	przycisnąć się
15577	wznosëc	wznosić
15578	bezpłatno	bezpłatnie
15579	trón	tron
15580	klin	fok
15581	bakalie	bakalie
15582	kòżëch	kożuch
15583	Lestëw dzejaniów	Pasek zadań
15584	bezzwëskòwny	bezinteresowny
15585	stroneczka	pasek
15586	pãkati	gruby
15587	of blocks one block has bytes	B of blocks one block has bytes
15588	Wiedno zatacë lëstew kôrtë	Zawsze ukrywaj pasek kart
15589	òparzonoslôdczi	krewki
15590	Wëłączë wëdowiédzã ò felach	Wyłącz informacje o błędach
15591	Òdjimny farwné tintë czôrny, òdjimny papiór	Fotograficzny tusze kolorowe czarny, papier fotograficzny
15592	wkrãcac	wkręcać
15593	żëczbë	życzenia
15594	òbrëmic	zmieścić
15595	kòdra	szmata
15596	zapinac sã	zapinać się
15597	przekabacëc	przekabacić
15598	kartëzón	kartuz
15599	gòdny	godny
15600	Dzelôcz tësąców	Separator tysięcy
15601	paklepnik	październik
15602	hakatista	hakatysta
15603	rozcygniony jaż pò kùńc swiata	bezkresny
15604	Menadżera paczétów Plasmë	Menedżer pakietów Plazmy
15605	farwa	barwa
15606	mòrës	brunet
15607	mark linuxcsb. org, michol linuxcsb. org	mgiedz elka. pw. edu. pl
15608	zeżec	spalić
15609	Klëkni tùwò jeżlë chcesz zrëszëc aplikacrjã jakno jiny brëkòwnik. Kòżdi proces mô sparłączonégò z nim ID brëkòwnika. Nen kòd ID je przëpisóny do prawów przëstãpù do lopków ë jinëch. Parola tegò brëkòwnika je wëmôgónô.	Zaznacz tą opcję, jeśli chcesz uruchomić program z innym identyfikatorem użytkownika. Każdy proces ma powiązany z nim identyfikator użytkownika. Ta wartość określa prawa dostępu do plików i inne. Do tej operacji potrzebne jest hasło użytkownika.
15610	pòbłaznowóny	bezkarny
15611	plesc sã	plątać się
15612	klock	klocek
15613	Òglowé label	Ogólne info
15614	nacz	na co to?
15615	nokc	nagietek
15616	Wëmôgô zjinaczi parolë	Potrzebne jest hasło
15617	rëbnosc	rybność
15618	piscownica	bokserka
15619	zaszëmiec	zaszumieć
15620	danniczka	czynszowniczka
15621	info	Ostrzeżenie info
15622	NAME OF TRANSLATORS	Styl paska nastroju. NAME OF TRANSLATORS
15623	arcydzãdżel	arcydzięgiel
15624	kònik	kucyk
15625	natuńcowac sã	natańczyć się
15626	wobleczenjé	ubranie
15627	Ùdowierzony brëkòwnik je jiny òd wëmôgònegò .	Uwierzytelniony użytkownik jest inny od wymaganego.
15628	agronom	agronom
15629	napawac	napajać
15630	ògróżka	gorączka z dreszczem
15631	Zladënków	Pobrania
15632	parkecarniô	parkieciarnia
15633	Achiles	Achilles
15634	òptacëje	opcje
15635	Panama	Panama
15636	maszérowôł	maszerować
15637	dogmat	dogmat
15638	Dérowanié animacëji	Długość animacji
15639	aklamacjô	aklamacja
15640	klósk	kluska
15641	zaspiewac	zaśpiewać
15642	rozgrzebac	rozgrzebać
15643	przerãbòwac	przerębywać
15644	całobrzedżi	całobrzegi
15645	Dodôj nowi mùster dlô wëbrónëch ôrtów lopków.	Dodaj nowy wzorzec dla zaznaczonego typu plików.
15646	K audio track number	kan. audio track number
15647	mòcher	moher
15648	Tequemt	Tequemt
15649	pòùczac	pouczać
15650	Przeszëkôj dniewnik felów	Przeszukaj dziennik błędów
15651	arcyzłodzejstwò	arcykradzież
15652	Urugwajsczé Peso	Peso urugwajskie
15653	kòmòra	buda
15654	ninia	hej
15655	dzecąteczkò	dzieciąteczko
15656	przebierac deptama	pedałować
15657	Załóżka	Menedżer zakładek
15658	Pòdóné dzejanié nie je òbsłëgiwóné przez programã KDE implementującą protokół .	Podana akcja nie jest obsługiwana przez program KDE implementujący protokół .
15659	Zmieni element na info status	Zmień nazwę elementu na info status
15660	Linearny B	Linearny B
15661	gwiôzda	gwiazda
15662	mòrka	wiatr północny
15663	pòdchlébca	komplemenciarz
15664	Grôcz aùdio ni mòże zrëszëc dzejania pòprzédny.	Nie można zmienić ścieżki na poprzednią w odtwarzaczu .
15665	Ùchëłi font	Oblique font
15666	manic	łudzić
15667	przescëgac	prześcigać
15668	Aùstralëjô Sydney	Australia Sydney
15669	jôscowi	borsukowy
15670	òdéńc	odejść
15671	wëwijac	przebierać nogami
15672	alpinista	alpinista
15673	Szwéda	Szwed
15674	tresc	treść
15675	ÒgreńczeniaNAME OF TRANSLATORS	OgraniczeniaNAME OF TRANSLATORS
15676	paczét	balot
15677	łiskawica	błyskawica
15678	smôrkôl	młokos
15679	pògarszac sã	gorszyć się
15680	strądowé	brzegowe
15681	łabasowatosc	ociążałość
15682	skòczk	świerszcz
15683	w dół	w dół
15684	bezkrólewié	bezkrólewie
15685	òdbiégający òd normë	anormalny
15686	swójsczi	swojski
15687	Ni mòżé òdblokòwac sesëji bò felëje systema ùdowierzaniô; je nót rãczno wëłączëc kscreenlocker pid .	Nie można odblokować sesji, bo system uwierzytelniania nie działa; trzeba ręcznie zakończyć proces kscreenlocker identyfikator.
15688	krëkwiô	kula
15689	wëcëcnik	wyzyskiwacz
15690	Kislev	Kislev
15691	rãkawiczny	rękawiczny
15692	fis	fis
15693	Meta	Rynek
15694	Rëmanié fòntów	Usuwanie czcionek
15695	dezorganizacjô	dezorganizacja
15696	Zrëszë znowa drëkôrza przed drëkã	Resetuj drukarkę przed drukowaniem
15697	Robòtë nad zwãkã	Dopracowanie dźwięku
15698	ògłos	ogłoszenie
15699	òpielac	opielać
15700	składac	składać
15701	òdetkac	odtykać
15702	niwczerajszi	przedwczorajszy
15703	pòmazowac	pomazywać
15704	zlëknąc	zląc się
15705	charłãżnica	żebraczka
15706	przëjimac	akceptować
15707	przëkrewac	przykrywać
15708	Òdjimk na òdjimkòwim papiórze	Fotografia na papierze fotograficznym
15709	talerze	czynele
15710	jesc	jeść
15711	Nieżdóny céch.	Niespodziewany znak.
15712	Michôł ÒstrowscziEMAIL OF TRANSLATORS	Krzysztof LichotaEMAIL OF TRANSLATORS
15713	Òdbitô wertikalno	Odbita pionowo
15714	Wladownik przëdôwków	Instalator
15715	ùchòwac sã	uchować się
15716	Medium do wplatowaniô wëdrëków w kòszulczi	Nośnik do wprasowywania wydruków w koszulki
15717	pizdrowato	biednie
15718	córecznik	wnuk ze strony córki
15719	wichòlëc	tępym narzędziem krajać
15720	kòmónikòwac	komunikować
15721	Môlsession	Lokalizacjasession
15722	Òtemkni nowé òkna	Otwieraj nowe okna
15723	Klawisza Caps Lock je terô wëłączonô.	Klawisz Caps Lock jest teraz wyłączony.
15724	nielusy	niechlujny
15725	Blós wòlnô softwôra	Tylko wolne oprogramowanie
15726	Jezës	Jezus
15727	Cwiardi disk	Twardy dysk
15728	Ùkajina	Ukraina
15729	pùjczk	maminsynek
15730	zatajic	zataić
15731	column Text in target language	Źródło column Text in target language
15732	òbsodlëc	osiodłać
15733	niegãsto	rzadko
15734	XEarth by Kirk Johnson	XEarth by Kirk Johnson
15735	nawet	nawet
15736	Pò prawi starnie włożonô je wëdowiédzô ò kònfigùracëji IEEE . Znaczënk apartnëch kòlumnów Miono miono pòrtu abò wãzła, numer mòże sã zmieniwac pò kòżdim resece GUID bitowô identifikatora wãzła Môl włączoné jeżlë wązeł je pòrtã IEEE twòjégò kòmpùtra IRM włączoné, jeżlë wãzeł òbsëdżiwùje izochronowi menadżer dostónków CRM włączoné, jeżlë wãzeł òbsłëdżiwùje sprôwianié cyklama ISO włączoné, jeżlë wãzeł òbsłëdżiwùje izochronowé transferë BM włączoné, jeżlë wãzeł je menadżerã szinë PM włączoné, jeżlë wãzeł je menadżerã mòcë Acc dokładnota cyklów zédżera, w skalë òd do Chùtkòsc chùtkòsc wãzła	Po prawej stronie umieszczone są informacje na temat konfiguracji IEEE . Znaczenie poszczególnych kolumn Nazwa nazwa portu lub węzła, numer może się zmienić po każdym resecie GUID bitowy identyfikator węzła Lokalny zaznaczone, jeśli węzeł to port IEEE tego komputera IRM zaznaczone, jeśli węzeł obsługuje izochroniczny menedżer zasobów CRM włączone, jeśli węzeł obsługuje zarządzanie cyklami BM włączone, jeśli węzeł obsługuje zarządzanie magistralą PM włączone, jeśli węzeł obsługuje zarządzanie energią Dokładność dokładność zegara węzła, od do Szybkość szybkość węzła
15737	głosno i zarô cëchò	fortepiano
15738	Bernd Wuebben	Bernd Wuebben
15739	stolôrczin	należący do stolarki
15740	maria	maria
15741	lëpka	lipka
15742	cerkwiskò	cmentarzysko
15743	czôłgac sã	czołgać się
15744	zôprząg	zaprzęg
15745	pòkruszyć	pokruszyć
15746	Ni mòże znowic transferu	Nie można wznowić transferu
15747	fòtografiô	fotografia
15748	stateczk	beczułeczka
15749	Tuwò mòżesz wëbrac swój krôj abò òbéńdã. Gwësné wôrtnotë dlô jãzëka, lëczbów ëtd. òstaną aùtomatno dopasowóné.	Tu możesz wybrać swój kraj. Odpowiednie wartości dla języka, liczb itd. zostaną automatycznie dopasowane.
15750	przëkarowac	przewieźć na taczkach
15751	Amerika Rio Branco	Ameryka Rio Branco
15752	szitrzëc	bałaganić
15753	dépka	zagłębienie
15754	XDMCP ni mòże ùsôdzëc bùfora XDMCP!	XDMCP nie można utworzyć bufora XDMCP.
15755	kuron	kugot
15756	przëtkac	przytkać
15757	Christie Harris	Christie Harris
15758	Google awansowónô szëkbaQuery	Google wyszukiwanie zaawansowaneQuery
15759	Ni mòże pisac do dostónka	Nie można pisać do zasobu
15760	kòlekcjô	kolekcja
15761	reZound	reZound
15762	zbëlaczëc sã	zbëlaczyć się
15763	lëtkùp	letkup
15764	Lëdztwò	Demografia
15765	QEdje	QEdje
15766	nielëczny	nieliczny
15767	Wëłączanié	Wyłączanie
15768	gòłąbk	gołąb
15769	niebòrôska	biedaczka
15770	niespòdzajny	niespodziewany
15771	acetilen	acetylen
15772	Érik	Eryk
15773	skórka	skôrka
15774	makòwiczka	biedronka
15775	Ezechiél	Ezechiel
