	pol_Latn	csb_Latn
5411	Umieszczaj kolejne okna w pionie	Wsôdzë pòsobné òkna wertikalno
5412	Nieznana orientacja	Nieznónô òrientacëjô
5413	Wybierz katalog początkowy	Wëbiérzë zaczątkòwi katalog
5414	Rozpraszanie kwadratowe	Kwadratowé roznëkòwanié
5415	Otwórz poprzedni	Òtemkni wczasniészi
5416	Zaimportować jako nowy folder, czy zastąpić wszystkie bieżące zakładki?	Impòrtowac jakno nowi pòdkatalog abò zamienic wszëtczé biéżny załóżczi?
5417	Nie można znaleźć odpowiedniego instalatora typu pakietu% 1	Ni mòże nalezc dobrégò instalownika dlô paczéta ôrtu% 1
5418	Gęste punktydash-preset	dash-preset
5419	Dopuść widżety w wygaszaczu ekranu	Zezwòlë na widżetë w wëgaszôczu
5420	& Główny pasek	& Przédnô listew nôrzãdzów
5421	Dołącz i odtwórzName	Dodôj ë grôjName
5422	czas rzeczywisty:	jawerny czas:
5423	Zastąp & przez:	Zastãpi przez:
5424	Nazwa typu:	Miono ôrtu:
5425	Główny katalog HTML	Spòdlowi katalog HTML
5426	Format obrazu JPEG	Fòrmat òbrôzu JPEG
5427	Okno z komunikatem 'Niestety'	Òkno z wiadłã 'Bòdôj'
5428	Kalibracja umożliwia sprawdzenie zakresu wartości udostępnianego przez Twoje urządzenie. Proszę przesunąć manipulator osi% 1% 2 Twojego urządzenia do pozycji środkowej. Proszę wcisnąć jakikolwiek przycisk na urządzeniu lub przycisk 'Dalej', aby przejść do następnego kroku.	Kalibracëjô dôwô mòżnotã sprôwdzeniô òbjimù wôrtnotë ùprzistãpnianą przez Twoje ùrządzenié. Proszã przesënąc manipùlator osë% 1% 2 Twojegò ùrządzenia do westrzódnegò pòłożenia. Proszã wcësną równo jaką knąpã na urządzeniu abò knąpã 'Dali', bë przéńc do nôslédnegò krokù.
5429	Częstotliwość próbkowania	Chùtkòsc òdpëtëwaniô
5430	Zmień na pulpit 10Comment	Skòknie na pùlt 10Comment
5431	"Można użyć masek oraz "";"" dla oddzielenia wielu nazw"	"Mòże brëkòwac masków a téż "";"" dlô òddzéleniô wielu mionów"
5432	Interaktywna geometriaComment	Interaktiwnô geòmétriôComment
5433	TrofeumGenericName	TrofeùmGenericName
5434	Ukryj ikonę z tacki systemowej	Zatacë ikònã z systemòwégò zabiérnika
5435	Użyj bieżącego adresu@ action: button	Brëkùjë aktualnegò pòłozenia@ action: button
5436	Odmontowanie	Òdmòntowanié
5437	Adres się powtarza. Proszę spróbować jeszcze raz.	Adresa sã pòwtôrzô. Proszã spróbòwac znowa.
5438	Długi 4	Dłudżi 4
5439	Wystąpił bardzo poważny błąd, co najmniej nastąpiło zakończenie pracy programuName	Pòkôza sã cãżkô fela, jakô przënômni nã programã zakùńczaName
5440	Zainstalować dodatkowe oprogramowanie?	Winstalowac dodôwną softwôrã?
5441	Uruchom & pustą sesję	Zrëszë & pùstą sesëjã
5442	Nie znaleziono żadnego uzupełnieniaName	Nie òstała nalazłô niżódnô mòżnota dofùlowaniôName
5443	CTAN - katalog pakietów TeX- owychQuery	CTAN - katalog TeX- owëch paczétówQuery
5444	Liczba pojemników na wydruki - opcja	Lëczba zabiérników na wëdrëczi - dodówny
5445	Zmień na pulpit 16Comment	Skòknie na pùlt 16Comment
5446	Oznacza to, że żądanie wymagało ustalenia zawartości katalogu, ale program KDE, obsługujący ten protokół, nie może tego zrobić.	Òznôczô to, że żądanié wëmôgało ùstaleniô zamkłoscë kataloga, równak programa KDE, òbsłëgùjącô nen protokół, ni mòze tegò zrobic.
5447	Nazwa działania	Miono dzejaniô
5448	Jeśli ta opcja jest aktywna, kształt kursora będzie się zmieniał podczas przesuwania nad odnośnikami (zwykle będzie to ręka).	Jeżlë na òptacëjô je aktiwnô, wëzdrzatk kùrsora bãdze zjinaczany przë przesëwaniu nad lënkama (zwëczajno je to rãka).
5449	"Czy naprawdę chcesz wyłączyć ""% 1""?"	"Na gwës wëłączëc ""% 1""?"
5450	PortName	PòrtName
5451	Prealokowane piksele	Nastôwioné rechli piksle
5452	Podczas instalacji wystąpiły problemy, jednak większość ikon z archiwum została zainstalowana	Wëstãpiła problema òbczas procesu instalacëji; równak, wikszi dzél témów w archiwùm òstôł zainstalowóny
5453	Utwórz zakładkę	Ùsôdzë załóżkã
5454	Azja/ Katmandu	Azëjô/ Katmandu
5455	Zamknij całą & grupę	Zamkni całowné & karno
5456	+25% ciemniejszy	+25% barżi cemny
5457	Obrazki o niskiej liczbie kolorów dla okien dialogowych	Małofarwné òbrôzczi dlô dialogòwich òknów
5458	Ignoruje próby uaktywnienia okna przez skrypty. Strona WWW będzie sądzić, że okno zostało uaktywnione, ale w rzeczywistości takie próby będą ignorowane.	Ignorëjë próbë aktiwòwaniô òkna przez skriptë. Starna WWW bãdze mëszlec, że òkno òstałoaktiwòwóné, le pò prôwdzë taczé próbë bãdą ignorowóné.
5459	Pokaż ścieżkę	& Wëskrzëni stegnã
5460	To miejsce przeznaczone jest na widoki, które zawiera karty. Aby dodać nowy czujnik trzeba utworzyć nową kartę. W tym celu wybierz z menu Plik - > Nowy.	To je twój môl pamiãcë wëmianë. Ùtrzëmùjë twòjé kôrtë. Mùszisz ùsôdzëc nową kôrtã (Lopk - > Nowi) nigle naczniesz przecygac tuwò sensorë.
5461	Systemowe (aktualnie:% 1)	Systemòwi domëszlny (terô:% 1)
5462	Obrazek jest zbyt duży dla segmentu pamięci dzielonej	Òbrôzk je za wiôldżi dlô segmentu dzelony pamiãcë
5463	W większości krajów nie używa się do tego żadnego znaku	W wikszoscë krajów nie ùżëwô sã do tegò niżódnegò céchù
5464	Przenoszenie	Przenoszenié
5465	% 1 (połączono)	% 1 (sparłączoné)
5466	Jedna gwiazdka zamiast każdej litery	Wëskrzëni jedną pùnkt dlô kòżdi lëterë
5467	2 kolory (średnie)	Spider (strzédny)
5468	Rozmiar: XXX x XXX	Miara: XXX x XXX
5469	Wyczyść bufor miniaturek	Wëczëszczë bùforã miniaturków
5470	Podgląd tekstu	Pòdzérk tekstu
5471	Włącz migoczący tekst	Zezwòlë ma mërgający tekst
5472	Brak pamięci na wczytanie bitmapy z pliku	Felëjë pamiãcë na òdczëtanié bitmapë z lopkù
5473	Wyłącz bezczynny serwer & apletów po	Właczë bezpiéczną serwerã & apletów dlô wicy jakno
5474	Kolizje	Kòlizëje
5475	Ocena ważona	Ważonô taksa
5476	Zazwyczaj ta opcja powinna być włączona. Umożliwia to automatyczną detekcję wkładanych kart w KDE.	Zwëkòwò na òptacëjô mùszi bëc włączonô. Ùmòżebniô to aùtomatną detekcëjã wkłôdónëch kôrtów w KDE.
5477	CzasQShortcut	QShortcut
5478	Dinar jugosłowiańskiName	Jugòsłowiańsczi DinarName
5479	Pojemnik boczny (wydrukiem do góry)	Zabiérnik bòczny (drëkã do góry)
5480	Importuj zakładki & KDE2/ KDE3...	Impòrtëjë załóżczi z & KDE2 abò KDE3...
5481	Zwykłe odcienie szarości	zwëkòwé cenie szaroscë
5482	NieQSql	NiéQShortcut
5483	Papier fotograficzny	Òdjimny papiór
5484	Inne opcje	Jinsze òptacëje
5485	Stwórz & nowy motyw...	Ùsôdzë & nową témã...
5486	Nazwa gniazda	Miono gniôzda
5487	URL lub URL- e	URL abò URL- ë
5488	Moduł haseł KDEDComment	Mòduł parolów KDEDComment
5489	Nie znaleziono ikony witryny	Nie je nalazłi favicon
5490	Drukuj ramkę Niektóre strony składają się z kilku ramek. Żeby wydrukować tylko jedną z nich, kliknij na niej i użyj tej funkcji.	Drëkùjë ramã Niechtërné starnë to zestôw ramów. Bë wëdrëkòwac blós jedną, klëkni na niã ë ùżëjë ti fùnkcëji.
5491	& Nie zapisuj sesji	& Nie zapisëjë sesëji
5492	Formy połowy i pełnej szerokości	Półszeroczé ë fùlszeroczé fòrmë
5493	Inny klient właśnie wykonuje uwierzytelnienie, proszę spróbować jeszcze raz później.	Jiny klient ju ùdowiérzô. Spróbùjë pózdni znowa.
5494	Wtyczka '% 1' używa niezgodnej biblioteki KDE. (% 2).	Wtëkôcz% 1ùżëwô niekòmpatibilny bibloteczi KDE. (% 2).
5495	Czcionka/ plik	Fònt/ Lopk
5496	WyłączQShortcut	QShortcut
5497	O Qt	Ò Qt
5498	Kartridże kolorowe i czarne	Kartridże farwné ë czôrné
5499	Wtyczki Qt	Wtëkôczë Qt
5500	720 x 360 dpi domyślny, jednokierunkowy	720 x 360 dpi domëslny, jednoczérënkòwi
5501	Słowa są pobierane.	Tekst je ladowóny.
5502	"Nie można uruchomić programu ""% 1."" Sprawdź, czy pakiet mtools jest poprawnie zainstalowany w Twoim systemie."	"Nie mòże zrëszëc programù ""% 1."" Sprôwdzë, czë paczét mtools je pòprawno zainstalowóny w Twòji systemie."
5503	Akumulator	Baterëje
5504	Kliknij, by przywrócić domyślne ustawienia systemowe dla tego typu pliku. Spowoduje to anulowanie wszystkich zmian dla tego typu pliku. Uwaga: nie można usunąć systemowych typów pliku, można jednak ustawić dla nich pustą listę wzorców, co zmniejszy szanse, że zostaną one wykorzystane (ale pliki rozpoznawane na podstawie zawartości nadal będą używać typów systemowych).	Klëkni tuwò, abë doprowdzëc nen ôrt lopka do jegò systemòwi definicëji nazôd. Przez to wszëtczé zjinaczi na tim ôrce lopka òstaną copniãté. Bôczë, że szeroksystemòwé ôrtë lopków ni mògą bëc rëmóné. Mòże równak wëczëszczëc przënôlegajcy do nich mùster lopków, przez co zmniszi sã szansa na to, że nen ôrt lopka bãdze brëkòwóny. Nimò tegò mòże dońc do tegò, że przez zamkłosc lopka bãdze òn ùżëwóny.
5505	Litera, wielka	Lëtera, wikszô
5506	Przewodnik muzycznyQuery	Mùzyczny prowôdnikQuery
5507	Upewnij się, że wpisałeś nazwę zmiennej środowiskowej, a nie adres serwera pośredniczącego. Na przykład jeśli nazwa zmiennej określającej serwera pośredniczącego połączeń HTTP to HTTP_ PROXY=http: // localhost: 3128, należy wpisać HTTP_ PROXY, a nie sam adres przechowywany w zmiennej (czyli http: // localhost: 3128).	Ùgwësni sã, że môsz wpisóné miono zmienni òkrãżô, a ni adresã pòstrzédniczącegò serwera. Na przëmiôr jeżlë miono zmienni òpisëwôjący pòstrzédniczącegò serwera sparłãczeniów HTTP to HTTP_ PROXY=http: // localhost: 3128, nót je wpisac HTTP_ PROXY, a nie le blós adresã trzëmóną w zmienni (to je http: // localhost: 3128).
5508	Motyw KWM	KWMTheme
5509	Wyniki wyszukiwania '% 1':	Skùtczi szëkbë '% 1':
5510	# Jeśli możliwe, zamontuj urządzenie odpowiadające 'udi'.	# Jeżlë przëstãpné, zamòntujë ùrządzenié sparłączoné z 'udi'.
5511	Ciemne	Cemné
5512	Kliknij, by wybrać plik klienta poczty.	Klëkni tuwò abë wëbrac programã klienta pòcztë.
5513	Powoduje zainstalowanie przez program prywatnej mapy kolorów dla trybu 8- bitowego	Dôwô mòżnotã doinstalowaniô przez programã priwatny kartë farwów dlô 8- bitowegò tribù
5514	Środowisko JavyName	IDE JavëName
5515	& Zapisz profil widoku jako...	& Zapiszë profil wëzdrzatkù jakno...
5516	Kraj/ region i językComment	Kraj/ dzél kraju ë jãzëkComment
5517	Whatis - informatyczna baza wiedzyQuery	Whatis - infòrmaticznô baza wiedzbëQuery
5518	Początkowy katalog roboczy nowych sesji dla tego profilu	Startowi katalog dlô nowi sesëji terminal brëkùjący negò profilu
5519	Polecenie odmontowania	Pòlét òdmòntowaniô
5520	Tak	Zrëszony
5521	Wyłącz dźwięk	Wëcëszë głosnosc
5522	Usługa Nepomuka do monitorowania zmian w plikachComment	Ùsłëżnota Nepomùka mònitorëjącô zjinaczi lopkówComment
5523	Czcionka stałej szerokości (jak na maszynie do pisania).	Niepropòrcjonalny fònt (n. p. w maszinie do pisaniô)
5524	Pakiet biurowyName	Biurowi paczétName
5525	Nie można wznowić transferu	Ni mòże znowic transferu
5526	wrzOctober	séwOctober
5527	Menadżer okienComment	Mendżer òknówComment
5528	Proszę podać ścieżkę do pliku lub katalogu: Name	Wpiszë stegnã lopka abò kataloga: Name
5529	Nie można połączyć się z serwerem	Ni mòże sã sparłãczëc z serwerã
5530	Zamień czarny na biały, inne na czarny	Zamieni czôrny na biôłi, jine na czôrny
5531	Czy uruchomić narzędzie konfiguracyjne w celu dostosowania ustawień monitora?	Chcesz zrëszëc kònfigùracjowé nôrzãdze do ùstôwù monitora?
5532	Wszyscy wykonawcy	Wszëtcy artisce
5533	Protokół% 1 nie jest systemem plików	Protokół% 1 nie je systemą lopków
5534	Odtwarzanie ścieżki.	Wëbierzë stegnã
5535	Nowy skrót do NFS... Name	Nowi lënk NFSName
5536	Wystąpił błąd podczas łączenia się z serwerem odpowiedzialnym za% 1	Wëstąpiła fela òbczas łączeniô sã z serwerã òdpòwiedzalnym za% 1
5537	Ukryj nagłówek jedynej widocznej karty	Zatacë nagłówk jediczi widzwany kôrtë
5538	Pokaż w pasku zakładek tylko zaznaczone zakładki.	Wëskrzëni w listwie załóżków blós nacéchòwóné załóżczi.
5539	Domyślna wtyczka dekoracji okien jest uszkodzona i nie można było jej wczytać.	Domëslny wtëkôcz dekòracëji òknów je zepsëti ë nie mòżna bëło gò zladowac.
5540	AngielskiName	AnielscziName
5541	Nie można się zalogować:% 1	Ni mòże sã wlogòwac:% 1
5542	Złożony z 7 kolorów, wyższej jakości	Zesadzony z 7 farwów, wëższégò kwaliteta
5543	Nazwa czujnika	Miono ùzérôcza
5544	utworów	sztëczków
5545	Narzędzie do kończenia pracy programów	Programa do zamëkaniô aplikacëjów w réze pòlétów
5546	Prędkość zapisuName	Chùtkòsc pisaniôName
5547	Dodaje nazwę platformy do tekstu identyfikującego przeglądarkę.	Dodôwô miono platfòrmë do tekstu identifikacëji przezérnika.
5548	Tu możesz zobaczyć listę znalezionych wtyczek Netscape.	Tuwò mòże òbôczëc lëstã wtëkôczów Netscape.
5549	Wylogowywanie przerwane przez '% 1'	Wëlogòwanié rëmniãté òb '% 1'
5550	Na pewno włączyć% 1 z grupy% 2?	Chcesz na gwës właczëc '% 1', chtërné je zamkłé w karnie '% 2'?
5551	Wysoka rozdzielczość i bardzo duże obciążenie procesora@ title: tab	Wiôlgô rozdzélnota wëskrzëniwóniô ë baro chùtczi procesor@ title: tab
5552	Nowe okno dialogoweComment	Nowi dialogComment
5553	Błąd: brak funkcji wyszukiwania dla dokumentów typu '% 1'.	Fela: felëje fùnkcëji szëkbë dlô dokùmentów ôrtu '% 1'.
5554	Pokaż okienko z miejscami KDE (Katalog domowy, Sieć,...). Użyteczne, jeśli Konqueror jest używany jako menedżer plików.	Wëskrzëni kastkã z placama KDE (Dodóm, Séc,...). Brëkòwné przë ùżëwaniô Konquerora jakno menadżera lopków.
5555	& Edycja@ title: menu	& Editëjë@ title: menu
5556	Jeżeli ta opcja jest włączona, ustawienia rozmiaru i orientacji będą używane przy starcie KDE.	Jeżlë ta òptacëjô je włączonô, nastôwë miarë ë òrientacëji bãdą brëkòwóné przë starce.
5557	iPod został pomyślnie zainicjalizowany!	iPod òstôł zajinicjalizowóny.
5558	Brak dopasowań dla '% 1'.	Felënk dopasowaniów dlô '% 1'.
5559	Używane do określania sposobu wyświetlania liczb, walut i czasu/ daty	Ùżëwóné do òznaczaniô ôrtu wëskrzënianiô wielënów, dëtków ë czasu/ datuma
5560	Przełącz jeden pulpit w górę	Skòkni jeden pùlt w górã
5561	Nowa grafika	Nowô artisticznô robòta
5562	znaków.	céchów.
5563	Filtry, które definiują pliki pomijane przez Strigi	Filtrë jaczé definiują lopczi, chtërne Strigi mô ignorowac
5564	LiechtensteinName	LichtensteinName
5565	Minimalizuj zużycie pamięci	Minimalizëjë zbrëkòwanié pamiãcë
5566	Zmiana rozmiaru okienComment	Zmieni miarã òknaComment
5567	Zestaw kolorów o nazwie '% 1' już istnieje. Zastąpić go?	Paléta farwów ò taczim mionie ju je. Chcesz ją nôdpisac?
5568	Dowolna paletaalign-reference-type	align-reference-type
5569	& Uaktualnij	& Aktualizacëjô
5570	"Przesyłka internetowa 2- częściowa - 2 1/ 4 x 7 1/ 2 """	"Internetowi przesélk 2- dzélowô - 2 1/ 4 x 7 1/ 2 """
5571	Żadna specjalna metoda nie jest obsługiwana.	Ekstra metodë nié są wspiéróne.
5572	Menu KDEName	KDE menuName
5573	Korona czeskaName	Czëskô KòrónaName
5574	Pokaż następne	Pòkażë pòstãpné
5575	Kolor z 4 tuszy (oba wkłady z tuszem)	Farwa z 4 tińtów (òba wkłôdë z tińtą)
5576	Zaznaczenie tego pola oznacza zezwolenie na automatyczne usuwanie plików starszych niż podany czas. Ta opcja powinna pozostać wyłączona jeśli żadne obiekty mają nie być usuwane po upłynięciu pewnego czasu @ info: whatsthis	Nacéchùjë nã kastkã abë zezwòlëc na aùtomatné rëmanié lopków co są stôrszé jakno òzakòwónô wôrtnota. Òstawi ni nacéchòwóné dlô ni aùtoamtnegò rëmaniô kòżdëch zamkłosców pò dónym czasu @ info: whatsthis
5577	Powiel okno	& Zwielokrotni òkno
5578	Nie można uruchomić procesu	Ni mòże zrëszëc procesu
5579	Lista odtwarzania KaffeineComment	Lësta graniô KaffeineComment
5580	Program zgrywający CDComment	Programa zgriwającô CDComment
5581	Przesuń do góry	Przesënie w górã
5582	Pokaz slajdówName	Pòkôz slajdówName
5583	Margines górny	Górny zberk
5584	& Animacja spaceru przez okna	& Animùjë zmianã òknów
5585	Nie można ustawić daty.	Nié mòże nastawic datuma.
5586	Kontrast	Kòntrast
5587	Wprowadź część wzorca nazwy plików. Na liście pojawią się tylko typy plików, które do niego pasują. Można również wpisać nazwę typu pliku, tak jak jest ona prezentowana na liście.	Wprowôdzë dzél mùstra lopków. Na lëscë pòkôżą sã blós ôrtë lopków, chtërné do niegò pasëją. Abò wpiszë le dzélk miona ôrtu lopka w miarã jak pòkazëjë sã na lëscë.
5588	Ograniczenie wzmocnienia wejścia	Maksymalné zmòcnienié wińdzeniô
5589	Można tu wybrać wariant wybranego dodatkowego układu klawiatury. Warianty zwykle odpowiadają różnym mapom klawiatury dla tego samego języka. Na przykład układ ukraiński może mieć cztery warianty: podstawowy, z klawiszami Windows, maszynistki oraz fonetyczny (każda litera ukraińska jest umieszczona na odpowiadającej jej literze alfabetu łacińskiego).	Tuwò mòżesz wëbrac wariant wëbrónégò ùstôwù klawiaturë. Wariantë te zwëkòwò reprezentëją różné mapòwanié klawiszów dlô tegò samégò jãzëka. Na przëmiôr, ùkrajińsczi ùkłôd mòże miec wariantë: basic (pòdspòdlowi), winkeys (tak jak w Windowsë), maszynistczi (jak w maszynach do pisaniô) ë fònetikòwi (kòżdô ùkrajińskô lëtera je pòłożona na môlu gwësny lacëzniany lëtery).
5590	Zmień profil	Zmieni profil
5591	Konfiguracja systemu	Kònfigùracëjô systemë
5592	Wirtualna skrzynka pocztowa (użytkownik 4)	Wirtualnô pòcztowô kastka (brëkòwnik 4)
5593	Jeden gracz	Jeden grôcz
5594	Ustawienia domyślne KDE dla 4 klawiszy modyfikatorówName	Domëslny nastôw KDE dlô 4 klawiszów zjinacziName
5595	Przywróć	& Doprowôdzë nazôd
5596	& Zgłoś błędy lub życzenia	& Zgłoszë felë abò żëczbë
5597	Edytuj wybrany skrypt.	Editëjë wëbróny skript.
5598	Intensywność nieaktywnych elementówno inactive intensity effect	Ôrt efektu nieaktiwny intensywnotë
5599	Rysowanie ramek	Céchòwanié kastczi
5600	Pokaż przyjaciół:	Pòkażë wiadła òd drëchów
5601	Adres '% 1' jest niepoprawny.	Lokacëjô '% 1' je zmiłkòwô.
5602	"Systemowy dzwonek Tu można określić dźwięk systemowego dzwonka, czyli standardowy sygnał ""biiip,"" który można usłyszeć, gdy coś poszło nie tak. Dźwięk można dokładniej skonfigurować w module ""Dostępność,"" w którym można też zmienić ten standardowy sygnał na plik dźwiękowy."	"Systemòwi zwónk Tuwò mòże ùstôwic systemòwi zwãk zwónka, to je sztandardowi sygnal ""biiip,"" jaczi mòże uczëc, jak cos nie tak pòszło. Zwãk mòże dokładno skònfigùrowac w mòdule ""Przistãpnosc,"" w jaczim mòże téż zmienic nen sztandardowi sygnal na zwãkòwi lopk."
